Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
2080	a	sp|Q9UKF6|CPSF3_HUMAN	Q9UKF6	CPSF3_HUMAN	CPSF3	684	7.30	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	2C(57.0215), 4C(57.0215)		
2081	a	sp|Q9UKG1|DP13A_HUMAN	Q9UKG1	DP13A_HUMAN	APPL1	709	13.00	Homo sapiens OX=9606	DCC-interacting protein 13-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	6	6	6	6	     0	     0	     0	10C(57.0215), 12C(57.0215), 2C(57.0215)		
2082	a	sp|Q9UKJ3|GPTC8_HUMAN	Q9UKJ3	GPTC8_HUMAN	GPATCH8	1502	3.00	Homo sapiens OX=9606	G patch domain-containing protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0	10C(57.0215)		
2083	a	sp|Q9UKK9|NUDT5_HUMAN	Q9UKK9	NUDT5_HUMAN	NUDT5	219	27.40	Homo sapiens OX=9606	ADP-sugar pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	9	9	9	     0	     0	     0	N-term(42.0106)		
2084	a	sp|Q9UKN8|TF3C4_HUMAN	Q9UKN8	TF3C4_HUMAN	GTF3C4	822	16.10	Homo sapiens OX=9606	General transcription factor 3C polypeptide 4 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	9	9	9	     0	     0	     0	10C(57.0215), 6C(57.0215), 7C(57.0215), 9C(57.0215), 9M(15.9949)		
2085	a	sp|Q9UKS6|PACN3_HUMAN	Q9UKS6	PACN3_HUMAN	PACSIN3	424	27.40	Homo sapiens OX=9606	Protein kinase C and casein kinase substrate in neurons protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	9	11	11	11	16	16	16	     0	     0	     0	10C(57.0215), 11C(57.0215), 12C(57.0215), 2C(57.0215), 8C(57.0215)		
2086	a	sp|Q9UKV3|ACINU_HUMAN	Q9UKV3	ACINU_HUMAN	ACIN1	1341	19.80	Homo sapiens OX=9606	Apoptotic chromatin condensation inducer in the nucleus 	1:Experimental evidence at protein level	1.0000	0.9990	24	25	24	25	45	44	45	     0	     0	     0	1C(57.0215)		
2087	a	sp|Q9UKX7|NUP50_HUMAN	Q9UKX7	NUP50_HUMAN	NUP50	468	21.20	Homo sapiens OX=9606	Nuclear pore complex protein Nup50 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	11	11	11	     0	     0	     0	2C(57.0215), 7C(57.0215)		
2088	a	sp|Q9UKY7|CDV3_HUMAN	Q9UKY7	CDV3_HUMAN	CDV3	258	65.50	Homo sapiens OX=9606	Protein CDV3 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	9	12	12	12	24	24	24	     0	     0	     0	4M(15.9949)		
2089	a	sp|Q9UL03|INT6_HUMAN	Q9UL03	INT6_HUMAN	INTS6	887	4.30	Homo sapiens OX=9606	Integrator complex subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	2	2	2	2	     0	     0	     0	3C(57.0215)		
2090	a	sp|Q9UL15|BAG5_HUMAN	Q9UL15	BAG5_HUMAN	BAG5	447	8.30	Homo sapiens OX=9606	BAG family molecular chaperone regulator 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	2	2	2	2	     0	     0	     0			
2091	a	sp|Q9UL25|RAB21_HUMAN	Q9UL25	RAB21_HUMAN	RAB21	225	21.30	Homo sapiens OX=9606	Ras-related protein Rab-21 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	9	9	9	     0	     0	     0	N-term(42.0106)		
2092	a	sp|Q9UL46|PSME2_HUMAN	Q9UL46	PSME2_HUMAN	PSME2	239	29.70	Homo sapiens OX=9606	Proteasome activator complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	14	14	14	     0	     0	     0	17M(15.9949), 1C(57.0215)		
2093	a	sp|Q9ULC4|MCTS1_HUMAN	Q9ULC4	MCTS1_HUMAN	MCTS1	181	28.20	Homo sapiens OX=9606	Malignant T-cell-amplified sequence 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	7	7	7	     0	     0	     0	10C(57.0215), 5C(57.0215), 6C(57.0215), 9M(15.9949)		
2094	a	sp|Q9ULT8|HECD1_HUMAN	Q9ULT8	HECD1_HUMAN	HECTD1	2610	2.10	Homo sapiens OX=9606	E3 ubiquitin-protein ligase HECTD1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	6	6	6	     0	     0	     0			
2095	a	sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	24.10	Homo sapiens OX=9606	Coronin-1C 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	13	14	25	24	25	     0	     0	     0	1C(57.0215), 2C(57.0215), 4C(57.0215), 6C(57.0215), 8C(57.0215)		
2096	a	sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2_HUMAN	TPX2	747	6.40	Homo sapiens OX=9606	Targeting protein for Xklp2 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	8	8	8	     0	     0	     0			
2097	a	sp|Q9ULX3|NOB1_HUMAN	Q9ULX3	NOB1_HUMAN	NOB1	412	7.00	Homo sapiens OX=9606	RNA-binding protein NOB1 	1:Experimental evidence at protein level	1.0000	0.9987	3	2	2	2	2	2	2	     0	     0	     0			
2098	a	sp|Q9ULX6|AKP8L_HUMAN	Q9ULX6	AKP8L_HUMAN	AKAP8L	646	7.70	Homo sapiens OX=9606	A-kinase anchor protein 8-like 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	7C(57.0215)		
2099	a	sp|Q9UM54|MYO6_HUMAN	Q9UM54	MYO6_HUMAN	MYO6	1294	2.70	Homo sapiens OX=9606	Unconventional myosin-VI 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	2C(57.0215)		
2100	a	sp|Q9UMX5|NENF_HUMAN	Q9UMX5	NENF_HUMAN	NENF	172	14.50	Homo sapiens OX=9606	Neudesin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2101	a	sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	11.70	Homo sapiens OX=9606	Sorting nexin-12 	1:Experimental evidence at protein level	1.0000	0.9976	2	3	3	3	4	4	4	     0	     0	     0			
2102	a	sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	16.60	Homo sapiens OX=9606	Ras GTPase-activating protein-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	7	7	14	14	14	     0	     0	     0			
2103	a	sp|Q9UNF0|PACN2_HUMAN	Q9UNF0	PACN2_HUMAN	PACSIN2	486	6.40	Homo sapiens OX=9606	Protein kinase C and casein kinase substrate in neurons protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	6	6	6	     0	     0	     0	10C(57.0215)		
2104	a	sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	19.50	Homo sapiens OX=9606	Melanoma-associated antigen D2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	13	13	13	     0	     0	     0	N-term(42.0106)		
2105	a	sp|Q9UNH7|SNX6_HUMAN	Q9UNH7	SNX6_HUMAN	SNX6	406	20.20	Homo sapiens OX=9606	Sorting nexin-6 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	6	7	8	7	8	     0	     0	     0	12C(57.0215), 13C(57.0215), 17C(57.0215), 8M(15.9949)		
2106	a	sp|Q9UNI6|DUS12_HUMAN	Q9UNI6	DUS12_HUMAN	DUSP12	340	8.80	Homo sapiens OX=9606	Dual specificity protein phosphatase 12 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	2	     0	     0	     0	11C(57.0215), N-term(42.0106)		
2107	a	sp|Q9UNM6|PSD13_HUMAN	Q9UNM6	PSD13_HUMAN	PSMD13	376	19.40	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 13 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	16	16	16	     0	     0	     0	2M(15.9949), 9C(57.0215)		
2108	a	sp|Q9UNN5|FAF1_HUMAN	Q9UNN5	FAF1_HUMAN	FAF1	650	4.60	Homo sapiens OX=9606	FAS-associated factor 1 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	6	6	6	     0	     0	     0			
2109	a	sp|Q9UNQ2|DIM1_HUMAN	Q9UNQ2	DIM1_HUMAN	DIMT1	313	18.80	Homo sapiens OX=9606	Probable dimethyladenosine transferase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	4C(57.0215)		
2110	a	sp|Q9UNS2|CSN3_HUMAN	Q9UNS2	CSN3_HUMAN	COPS3	423	17.70	Homo sapiens OX=9606	COP9 signalosome complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9989	6	6	6	6	8	8	8	     0	     0	     0	N-term(42.0106)		
2111	a	sp|Q9UNZ2|NSF1C_HUMAN	Q9UNZ2	NSF1C_HUMAN	NSFL1C	370	31.40	Homo sapiens OX=9606	NSFL1 cofactor p47 	1:Experimental evidence at protein level	1.0000	0.9990	9	7	7	7	13	13	13	     0	     0	     0			
2112	a	sp|Q9UPN3|MACF1_HUMAN	Q9UPN3	MACF1_HUMAN	MACF1	7388	1.90	Homo sapiens OX=9606	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	12	12	12	     0	     0	     0	4C(57.0215), 7C(57.0215), 8C(57.0215)		
2113	a	sp|Q9UPN7|PP6R1_HUMAN	Q9UPN7	PP6R1_HUMAN	PPP6R1	881	6.70	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 6 regulatory subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	8	8	8	     0	     0	     0	3C(57.0215)		
2114	a	sp|Q9UPQ0|LIMC1_HUMAN	Q9UPQ0	LIMC1_HUMAN	LIMCH1	1083	16.30	Homo sapiens OX=9606	LIM and calponin homology domains-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	16	16	16	     0	     0	     0	5C(57.0215), 6C(57.0215)		
2115	a	sp|Q9UPT5|EXOC7_HUMAN	Q9UPT5	EXOC7_HUMAN	EXOC7	735	4.50	Homo sapiens OX=9606	Exocyst complex component 7 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2116	a	sp|Q9UPT8|ZC3H4_HUMAN	Q9UPT8	ZC3H4_HUMAN	ZC3H4	1303	6.00	Homo sapiens OX=9606	Zinc finger CCCH domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0			
2117	a	sp|Q9UPU5|UBP24_HUMAN	Q9UPU5	UBP24_HUMAN	USP24	2620	0.90	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 24 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
2118	a	sp|Q9UQ35|SRRM2_HUMAN	Q9UQ35	SRRM2_HUMAN	SRRM2	2752	9.80	Homo sapiens OX=9606	Serine/arginine repetitive matrix protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	19	20	20	20	26	26	26	     0	     0	     0	9M(15.9949)		
2119	a	sp|Q9UQ80|PA2G4_HUMAN	Q9UQ80	PA2G4_HUMAN	PA2G4	394	46.20	Homo sapiens OX=9606	Proliferation-associated protein 2G4 	1:Experimental evidence at protein level	1.0000	0.9990	16	23	23	23	59	59	59	     0	     0	     0	16C(57.0215), 1M(15.9949), 3M(15.9949), 4M(15.9949), 5C(57.0215), 6C(57.0215), 6M(15.9949), N-term(42.0106)		
2120	a	sp|Q9UQE7|SMC3_HUMAN	Q9UQE7	SMC3_HUMAN	SMC3	1217	24.80	Homo sapiens OX=9606	Structural maintenance of chromosomes protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	26	26	26	26	39	39	39	     0	     0	     0	2M(15.9949), 4C(57.0215), 4M(15.9949)		
2121	a	sp|Q9UQR0|SCML2_HUMAN	Q9UQR0	SCML2_HUMAN	SCML2	700	6.70	Homo sapiens OX=9606	Sex comb on midleg-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	13C(57.0215)		
2122	a	sp|Q9Y221|NIP7_HUMAN	Q9Y221	NIP7_HUMAN	NIP7	180	20.00	Homo sapiens OX=9606	60S ribosome subunit biogenesis protein NIP7 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	9	9	9	     0	     0	     0	7C(57.0215)		
2123	a	sp|Q9Y223|GLCNE_HUMAN	Q9Y223	GLCNE_HUMAN	GNE	722	4.60	Homo sapiens OX=9606	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase 	1:Experimental evidence at protein level	1.0000	0.9918	3	3	3	3	5	5	5	     0	     0	     0	2C(57.0215), 6C(57.0215)		
2124	a	sp|Q9Y224|RTRAF_HUMAN	Q9Y224	RTRAF_HUMAN	RTRAF	244	26.60	Homo sapiens OX=9606	RNA transcription, translation and transport factor protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	11	11	11	     0	     0	     0	14C(57.0215), 4C(57.0215), 7M(15.9949)		
2125	a	sp|Q9Y230|RUVB2_HUMAN	Q9Y230	RUVB2_HUMAN	RUVBL2	463	31.10	Homo sapiens OX=9606	RuvB-like 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	16	16	25	25	25	     0	     0	     0	4C(57.0215), 4M(15.9949), 5M(15.9949), 6M(15.9949)		
2126	a	sp|Q9Y232|CDYL_HUMAN	Q9Y232	CDYL_HUMAN	CDYL	598	6.20	Homo sapiens OX=9606	Chromodomain Y-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	7C(57.0215)		
2127	a	sp|Q9Y262|EIF3L_HUMAN	Q9Y262	EIF3L_HUMAN	EIF3L	564	29.30	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit L 	1:Experimental evidence at protein level	1.0000	0.9990	16	17	17	17	24	24	24	     0	     0	     0	14C(57.0215)		
2128	a	sp|Q9Y263|PLAP_HUMAN	Q9Y263	PLAP_HUMAN	PLAA	795	21.40	Homo sapiens OX=9606	Phospholipase A-2-activating protein 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	15	23	23	23	     0	     0	     0	4C(57.0215), 8C(57.0215)		
2129	a	sp|Q9Y265|RUVB1_HUMAN	Q9Y265	RUVB1_HUMAN	RUVBL1	456	36.00	Homo sapiens OX=9606	RuvB-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	14	14	24	24	24	     0	     0	     0	13C(57.0215), 4C(57.0215), 6M(15.9949), 9M(15.9949)		
2130	a	sp|Q9Y266|NUDC_HUMAN	Q9Y266	NUDC_HUMAN	NUDC	331	56.50	Homo sapiens OX=9606	Nuclear migration protein nudC 	1:Experimental evidence at protein level	1.0000	0.9990	17	21	21	21	41	41	41	     0	     0	     0	11M(15.9949), 2M(15.9949)		
2131	a	sp|Q9Y277|VDAC3_HUMAN	Q9Y277	VDAC3_HUMAN	VDAC3	283	25.10	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	6	6	10	9	9	     0	     0	     0	2C(57.0215)		
2132	a	sp|Q9Y281|COF2_HUMAN	Q9Y281	COF2_HUMAN	CFL2	166	45.80	Homo sapiens OX=9606	Cofilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	5	5	18	9	9	     0	     0	     0	7C(57.0215)		
2133	a	sp|Q9Y282|ERGI3_HUMAN	Q9Y282	ERGI3_HUMAN	ERGIC3	383	14.40	Homo sapiens OX=9606	Endoplasmic reticulum-Golgi intermediate compartment protein 3 	1:Experimental evidence at protein level	1.0000	0.9986	6	6	6	6	9	9	9	     0	     0	     0	1C(57.0215), 2C(57.0215), 5C(57.0215), 8C(57.0215)		
2134	a	sp|Q9Y285|SYFA_HUMAN	Q9Y285	SYFA_HUMAN	FARSA	508	15.90	Homo sapiens OX=9606	Phenylalanine--tRNA ligase alpha subunit 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	9	14	14	14	     0	     0	     0	5M(15.9949), N-term(42.0106)		
2135	a	sp|Q9Y295|DRG1_HUMAN	Q9Y295	DRG1_HUMAN	DRG1	367	25.10	Homo sapiens OX=9606	Developmentally-regulated GTP-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	10	10	10	     0	     0	     0	8M(15.9949), 9C(57.0215)		
2136	a	sp|Q9Y2A7|NCKP1_HUMAN	Q9Y2A7	NCKP1_HUMAN	NCKAP1	1128	5.40	Homo sapiens OX=9606	Nck-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0			
2137	a	sp|Q9Y2B0|CNPY2_HUMAN	Q9Y2B0	CNPY2_HUMAN	CNPY2	182	37.90	Homo sapiens OX=9606	Protein canopy homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	13	13	13	     0	     0	     0	4M(15.9949), 6C(57.0215), 9C(57.0215)		
2138	a	sp|Q9Y2H6|FND3A_HUMAN	Q9Y2H6	FND3A_HUMAN	FNDC3A	1198	4.20	Homo sapiens OX=9606	Fibronectin type-III domain-containing protein 3A 	1:Experimental evidence at protein level	1.0000	0.9916	4	4	4	4	4	4	4	     0	     0	     0			
2139	a	sp|Q9Y2K7|KDM2A_HUMAN	Q9Y2K7	KDM2A_HUMAN	KDM2A	1162	2.30	Homo sapiens OX=9606	Lysine-specific demethylase 2A 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	4	4	4	     0	     0	     0	10C(57.0215)		
2140	a	sp|Q9Y2L1|RRP44_HUMAN	Q9Y2L1	RRP44_HUMAN	DIS3	958	14.60	Homo sapiens OX=9606	Exosome complex exonuclease RRP44 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	12	12	14	14	14	     0	     0	     0	11C(57.0215), 3C(57.0215), 8C(57.0215)		
2141	a	sp|Q9Y2Q3|GSTK1_HUMAN	Q9Y2Q3	GSTK1_HUMAN	GSTK1	226	18.60	Homo sapiens OX=9606	Glutathione S-transferase kappa 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	5	5	5	     0	     0	     0	3M(15.9949)		
2142	a	sp|Q9Y2Q9|RT28_HUMAN	Q9Y2Q9	RT28_HUMAN	MRPS28	187	19.30	Homo sapiens OX=9606	28S ribosomal protein S28, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9982	4	4	4	4	5	5	5	     0	     0	     0			
2143	a	sp|Q9Y2R9|RT07_HUMAN	Q9Y2R9	RT07_HUMAN	MRPS7	242	10.30	Homo sapiens OX=9606	28S ribosomal protein S7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	4	4	4	     0	     0	     0			
2144	a	sp|Q9Y2T3|GUAD_HUMAN	Q9Y2T3	GUAD_HUMAN	GDA	454	14.30	Homo sapiens OX=9606	Guanine deaminase 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	5	5	10	10	10	     0	     0	     0	2C(57.0215)		
2145	a	sp|Q9Y2U8|MAN1_HUMAN	Q9Y2U8	MAN1_HUMAN	LEMD3	911	9.80	Homo sapiens OX=9606	Inner nuclear membrane protein Man1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	7	7	7	     0	     0	     0	10C(57.0215)		
2146	a	sp|Q9Y2W1|TR150_HUMAN	Q9Y2W1	TR150_HUMAN	THRAP3	955	28.40	Homo sapiens OX=9606	Thyroid hormone receptor-associated protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	27	27	26	27	52	50	52	     0	     0	     0			
2147	a	sp|Q9Y2W2|WBP11_HUMAN	Q9Y2W2	WBP11_HUMAN	WBP11	641	15.40	Homo sapiens OX=9606	WW domain-binding protein 11 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	11	11	11	     0	     0	     0			
2148	a	sp|Q9Y2X3|NOP58_HUMAN	Q9Y2X3	NOP58_HUMAN	NOP58	529	28.70	Homo sapiens OX=9606	Nucleolar protein 58 	1:Experimental evidence at protein level	1.0000	0.9990	14	20	19	19	35	33	33	     0	     0	     0	10C(57.0215), 12M(15.9949), 13C(57.0215), 9C(57.0215)		
2149	a	sp|Q9Y2X7|GIT1_HUMAN	Q9Y2X7	GIT1_HUMAN	GIT1	761	4.30	Homo sapiens OX=9606	ARF GTPase-activating protein GIT1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	5C(57.0215), 7C(57.0215), 8C(57.0215), 9C(57.0215)		
2150	a	sp|Q9Y2Z0|SGT1_HUMAN	Q9Y2Z0	SGT1_HUMAN	SUGT1	365	34.20	Homo sapiens OX=9606	Protein SGT1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	14	14	14	     0	     0	     0	13C(57.0215), 1C(57.0215), 3C(57.0215), N-term(42.0106)		
2151	a	sp|Q9Y2Z4|SYYM_HUMAN	Q9Y2Z4	SYYM_HUMAN	YARS2	477	6.10	Homo sapiens OX=9606	Tyrosine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	6	6	6	     0	     0	     0			
2152	a	sp|Q9Y305|ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	ACOT9	439	18.90	Homo sapiens OX=9606	Acyl-coenzyme A thioesterase 9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	10	10	16	16	16	     0	     0	     0	5C(57.0215)		
2153	a	sp|Q9Y314|NOSIP_HUMAN	Q9Y314	NOSIP_HUMAN	NOSIP	301	24.90	Homo sapiens OX=9606	Nitric oxide synthase-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	8	8	8	     0	     0	     0	2C(57.0215), 3C(57.0215)		
2154	a	sp|Q9Y333|LSM2_HUMAN	Q9Y333	LSM2_HUMAN	LSM2	95	31.60	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	4	4	4	     0	     0	     0			
2155	a	sp|Q9Y383|LC7L2_HUMAN	Q9Y383	LC7L2_HUMAN	LUC7L2	392	34.90	Homo sapiens OX=9606	Putative RNA-binding protein Luc7-like 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	9	16	29	13	29	     0	     0	     0	2C(57.0215), 3M(15.9949), 5C(57.0215), 6C(57.0215), 7C(57.0215), 9C(57.0215)		
2156	a	sp|Q9Y394|DHRS7_HUMAN	Q9Y394	DHRS7_HUMAN	DHRS7	339	10.30	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 7 	1:Experimental evidence at protein level	1.0000	0.9985	3	3	3	3	4	4	4	     0	     0	     0			
2157	a	sp|Q9Y399|RT02_HUMAN	Q9Y399	RT02_HUMAN	MRPS2	296	12.50	Homo sapiens OX=9606	28S ribosomal protein S2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	4	5	5	5	     0	     0	     0	2C(57.0215)		
2158	a	sp|Q9Y3A2|UTP11_HUMAN	Q9Y3A2	UTP11_HUMAN	UTP11	253	17.40	Homo sapiens OX=9606	Probable U3 small nucleolar RNA-associated protein 11 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	4C(57.0215)		
2159	a	sp|Q9Y3A3|PHOCN_HUMAN	Q9Y3A3	PHOCN_HUMAN	MOB4	225	14.20	Homo sapiens OX=9606	MOB-like protein phocein 	1:Experimental evidence at protein level	1.0000	0.9875	3	3	3	3	3	3	3	     0	     0	     0	2M(15.9949), 3C(57.0215)		
2160	a	sp|Q9Y3A5|SBDS_HUMAN	Q9Y3A5	SBDS_HUMAN	SBDS	250	31.20	Homo sapiens OX=9606	Ribosome maturation protein SBDS 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	8	8	11	11	11	     0	     0	     0	16C(57.0215), 1C(57.0215), N-term(42.0106)		
2161	a	sp|Q9Y3B2|EXOS1_HUMAN	Q9Y3B2	EXOS1_HUMAN	EXOSC1	195	15.40	Homo sapiens OX=9606	Exosome complex component CSL4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	4	4	4	     0	     0	     0	2C(57.0215)		
2162	a	sp|Q9Y3B3|TMED7_HUMAN	Q9Y3B3	TMED7_HUMAN	TMED7	224	9.80	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 7 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	2	     0	     0	     0	2C(57.0215)		
2163	a	sp|Q9Y3B4|SF3B6_HUMAN	Q9Y3B4	SF3B6_HUMAN	SF3B6	125	40.00	Homo sapiens OX=9606	Splicing factor 3B subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	9	9	9	     0	     0	     0	12C(57.0215), 3C(57.0215)		
2164	a	sp|Q9Y3B7|RM11_HUMAN	Q9Y3B7	RM11_HUMAN	MRPL11	192	19.30	Homo sapiens OX=9606	39S ribosomal protein L11, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	6	6	6	     0	     0	     0			
2165	a	sp|Q9Y3B9|RRP15_HUMAN	Q9Y3B9	RRP15_HUMAN	RRP15	282	16.30	Homo sapiens OX=9606	RRP15-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	6	6	6	     0	     0	     0			
2166	a	sp|Q9Y3C1|NOP16_HUMAN	Q9Y3C1	NOP16_HUMAN	NOP16	178	24.70	Homo sapiens OX=9606	Nucleolar protein 16 	1:Experimental evidence at protein level	1.0000	0.9987	5	6	6	6	7	7	7	     0	     0	     0	3C(57.0215)		
2167	a	sp|Q9Y3C6|PPIL1_HUMAN	Q9Y3C6	PPIL1_HUMAN	PPIL1	166	18.70	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	4	4	4	     0	     0	     0	3M(15.9949)		
2168	a	sp|Q9Y3D9|RT23_HUMAN	Q9Y3D9	RT23_HUMAN	MRPS23	190	32.10	Homo sapiens OX=9606	28S ribosomal protein S23, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	5	5	7	7	7	     0	     0	     0			
2169	a	sp|Q9Y3E5|PTH2_HUMAN	Q9Y3E5	PTH2_HUMAN	PTRH2	179	31.30	Homo sapiens OX=9606	Peptidyl-tRNA hydrolase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	5C(57.0215)		
