Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1887	a	sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	15.50	Homo sapiens OX=9606	Cathepsin Z 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	13C(57.0215), 4C(57.0215), 7C(57.0215), 9C(57.0215)		
1888	a	sp|Q9UBS4|DJB11_HUMAN	Q9UBS4	DJB11_HUMAN	DNAJB11	358	14.20	Homo sapiens OX=9606	DnaJ homolog subfamily B member 11 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	12C(57.0215), 9C(57.0215)		
1889	a	sp|Q9UBT2|SAE2_HUMAN	Q9UBT2	SAE2_HUMAN	UBA2	640	38.90	Homo sapiens OX=9606	SUMO-activating enzyme subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	13	13	15	15	15	     0	     0	     0	11C(57.0215), 14C(57.0215), 17C(57.0215), 2C(57.0215), 5C(57.0215), 8C(57.0215)		
1890	a	sp|Q9UBU9|NXF1_HUMAN	Q9UBU9	NXF1_HUMAN	NXF1	619	15.70	Homo sapiens OX=9606	Nuclear RNA export factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	12C(57.0215), 13C(57.0215), 1C(57.0215)		
1891	a	sp|Q9UBV8|PEF1_HUMAN	Q9UBV8	PEF1_HUMAN	PEF1	284	14.10	Homo sapiens OX=9606	Peflin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	5C(57.0215)		
1892	a	sp|Q9UBX3|DIC_HUMAN	Q9UBX3	DIC_HUMAN	SLC25A10	287	13.60	Homo sapiens OX=9606	Mitochondrial dicarboxylate carrier 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0	9C(57.0215)		
1893	a	sp|Q9UEY8|ADDG_HUMAN	Q9UEY8	ADDG_HUMAN	ADD3	706	6.50	Homo sapiens OX=9606	Gamma-adducin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1894	a	sp|Q9UFC0|LRWD1_HUMAN	Q9UFC0	LRWD1_HUMAN	LRWD1	647	9.70	Homo sapiens OX=9606	Leucine-rich repeat and WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1895	a	sp|Q9UFG5|CS025_HUMAN	Q9UFG5	CS025_HUMAN	C19orf25	118	33.10	Homo sapiens OX=9606	UPF0449 protein C19orf25 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1896	a	sp|Q9UG63|ABCF2_HUMAN	Q9UG63	ABCF2_HUMAN	ABCF2	623	23.30	Homo sapiens OX=9606	ATP-binding cassette sub-family F member 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	11	13	13	13	     0	     0	     0	5C(57.0215)		
1897	a	sp|Q9UGI8|TES_HUMAN	Q9UGI8	TES_HUMAN	TES	421	27.10	Homo sapiens OX=9606	Testin 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	1C(57.0215), 3C(57.0215), 4C(57.0215), 6C(57.0215), 9C(57.0215)		
1898	a	sp|Q9UGV2|NDRG3_HUMAN	Q9UGV2	NDRG3_HUMAN	NDRG3	375	19.70	Homo sapiens OX=9606	Protein NDRG3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	14C(57.0215), N-term(42.0106)		
1899	a	sp|Q9UHB9|SRP68_HUMAN	Q9UHB9	SRP68_HUMAN	SRP68	627	31.60	Homo sapiens OX=9606	Signal recognition particle subunit SRP68 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	14	14	18	18	18	     0	     0	     0	1C(57.0215), 2C(57.0215), 5C(57.0215)		
1900	a	sp|Q9UHD1|CHRD1_HUMAN	Q9UHD1	CHRD1_HUMAN	CHORDC1	332	58.10	Homo sapiens OX=9606	Cysteine and histidine-rich domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	18	18	18	23	23	23	     0	     0	     0	11C(57.0215), 12C(57.0215), 13C(57.0215), 3C(57.0215)		
1901	a	sp|Q9UHD8|SEPT9_HUMAN	Q9UHD8	SEPT9_HUMAN	SEPTIN9	586	21.70	Homo sapiens OX=9606	Septin-9 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	9	9	9	     0	     0	     0	11C(57.0215), 12C(57.0215), 18C(57.0215)		
1902	a	sp|Q9UHI6|DDX20_HUMAN	Q9UHI6	DDX20_HUMAN	DDX20	824	11.50	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX20 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	5C(57.0215), 6C(57.0215)		
1903	a	sp|Q9UHR4|BI2L1_HUMAN	Q9UHR4	BI2L1_HUMAN	BAIAP2L1	511	9.20	Homo sapiens OX=9606	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1904	a	sp|Q9UHV9|PFD2_HUMAN	Q9UHV9	PFD2_HUMAN	PFDN2	154	19.50	Homo sapiens OX=9606	Prefoldin subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1905	a	sp|Q9UHX1|PUF60_HUMAN	Q9UHX1	PUF60_HUMAN	PUF60	559	33.30	Homo sapiens OX=9606	Poly(U)-binding-splicing factor PUF60 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	11	14	14	14	     0	     0	     0	14C(57.0215)		
1906	a	sp|Q9UHY1|NRBP_HUMAN	Q9UHY1	NRBP_HUMAN	NRBP1	535	14.00	Homo sapiens OX=9606	Nuclear receptor-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	8	8	8	     0	     0	     0	6C(57.0215)		
1907	a	sp|Q9UHY7|ENOPH_HUMAN	Q9UHY7	ENOPH_HUMAN	ENOPH1	261	16.10	Homo sapiens OX=9606	Enolase-phosphatase E1 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	3	3	3	     0	     0	     0	7C(57.0215)		
1908	a	sp|Q9UI10|EI2BD_HUMAN	Q9UI10	EI2BD_HUMAN	EIF2B4	523	26.80	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	8	8	8	     0	     0	     0	15C(57.0215), 19C(57.0215)		
1909	a	sp|Q9UI12|VATH_HUMAN	Q9UI12	VATH_HUMAN	ATP6V1H	483	17.20	Homo sapiens OX=9606	V-type proton ATPase subunit H 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0			
1910	a	sp|Q9UI26|IPO11_HUMAN	Q9UI26	IPO11_HUMAN	IPO11	975	26.10	Homo sapiens OX=9606	Importin-11 	1:Experimental evidence at protein level	1.0000	0.9990	15	17	17	17	22	22	22	     0	     0	     0	13C(57.0215), 1C(57.0215), 2C(57.0215), N-term(42.0106)		
1911	a	sp|Q9UI30|TR112_HUMAN	Q9UI30	TR112_HUMAN	TRMT112	125	32.00	Homo sapiens OX=9606	Multifunctional methyltransferase subunit TRM112-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	4	4	4	     0	     0	     0			
1912	a	sp|Q9UIA9|XPO7_HUMAN	Q9UIA9	XPO7_HUMAN	XPO7	1087	15.50	Homo sapiens OX=9606	Exportin-7 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	11	11	11	     0	     0	     0	11C(57.0215), 12C(57.0215), 14C(57.0215), 18C(57.0215), N-term(42.0106)		
1913	a	sp|Q9UIJ7|KAD3_HUMAN	Q9UIJ7	KAD3_HUMAN	AK3	227	14.10	Homo sapiens OX=9606	GTP:AMP phosphotransferase AK3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1914	a	sp|Q9UIQ6|LCAP_HUMAN	Q9UIQ6	LCAP_HUMAN	LNPEP	1025	3.80	Homo sapiens OX=9606	Leucyl-cystinyl aminopeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1915	a	sp|Q9UJA5|TRM6_HUMAN	Q9UJA5	TRM6_HUMAN	TRMT6	497	6.60	Homo sapiens OX=9606	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1916	a	sp|Q9UJS0|CMC2_HUMAN	Q9UJS0	CMC2_HUMAN	SLC25A13	675	13.90	Homo sapiens OX=9606	Calcium-binding mitochondrial carrier protein Aralar2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	6	6	6	     0	     0	     0			
1917	a	sp|Q9UJU6|DBNL_HUMAN	Q9UJU6	DBNL_HUMAN	DBNL	430	14.00	Homo sapiens OX=9606	Drebrin-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
1918	a	sp|Q9UJX2|CDC23_HUMAN	Q9UJX2	CDC23_HUMAN	CDC23	597	10.10	Homo sapiens OX=9606	Cell division cycle protein 23 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	14C(57.0215), N-term(42.0106)		
1919	a	sp|Q9UJX3|APC7_HUMAN	Q9UJX3	APC7_HUMAN	ANAPC7	599	16.50	Homo sapiens OX=9606	Anaphase-promoting complex subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	5	5	6	6	6	     0	     0	     0	16C(57.0215), 9C(57.0215)		
1920	a	sp|Q9UJX4|APC5_HUMAN	Q9UJX4	APC5_HUMAN	ANAPC5	755	6.00	Homo sapiens OX=9606	Anaphase-promoting complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1921	a	sp|Q9UJY5|GGA1_HUMAN	Q9UJY5	GGA1_HUMAN	GGA1	639	6.30	Homo sapiens OX=9606	ADP-ribosylation factor-binding protein GGA1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	19C(57.0215)		
1922	a	sp|Q9UJZ1|STML2_HUMAN	Q9UJZ1	STML2_HUMAN	STOML2	356	32.30	Homo sapiens OX=9606	Stomatin-like protein 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	10	10	10	     0	     0	     0			
1923	a	sp|Q9UK41|VPS28_HUMAN	Q9UK41	VPS28_HUMAN	VPS28	221	24.90	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 28 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	14C(57.0215), 1C(57.0215), N-term(42.0106)		
1924	a	sp|Q9UK59|DBR1_HUMAN	Q9UK59	DBR1_HUMAN	DBR1	544	8.50	Homo sapiens OX=9606	Lariat debranching enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	6C(57.0215), 7C(57.0215)		
1925	a	sp|Q9UKF6|CPSF3_HUMAN	Q9UKF6	CPSF3_HUMAN	CPSF3	684	22.20	Homo sapiens OX=9606	Cleavage and polyadenylation specificity factor subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	9	11	11	11	     0	     0	     0	10C(57.0215), 2C(57.0215), 4C(57.0215)		
1926	a	sp|Q9UKK9|NUDT5_HUMAN	Q9UKK9	NUDT5_HUMAN	NUDT5	219	17.80	Homo sapiens OX=9606	ADP-sugar pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	6C(57.0215)		
1927	a	sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	RALY	306	23.20	Homo sapiens OX=9606	RNA-binding protein Raly 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	4	4	4	     0	     0	     0			
1928	a	sp|Q9UKN8|TF3C4_HUMAN	Q9UKN8	TF3C4_HUMAN	GTF3C4	822	9.50	Homo sapiens OX=9606	General transcription factor 3C polypeptide 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
1929	a	sp|Q9UKV3|ACINU_HUMAN	Q9UKV3	ACINU_HUMAN	ACIN1	1341	16.00	Homo sapiens OX=9606	Apoptotic chromatin condensation inducer in the nucleus 	1:Experimental evidence at protein level	1.0000	0.9990	12	14	14	14	24	24	24	     0	     0	     0	19C(57.0215), 1C(57.0215), 3C(57.0215), 4C(57.0215)		
1930	a	sp|Q9UKV8|AGO2_HUMAN	Q9UKV8	AGO2_HUMAN	AGO2	859	5.90	Homo sapiens OX=9606	Protein argonaute-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1931	a	sp|Q9UKX7|NUP50_HUMAN	Q9UKX7	NUP50_HUMAN	NUP50	468	26.90	Homo sapiens OX=9606	Nuclear pore complex protein Nup50 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	9	9	9	9	     0	     0	     0	20C(57.0215), 28C(57.0215)		
1932	a	sp|Q9UKY7|CDV3_HUMAN	Q9UKY7	CDV3_HUMAN	CDV3	258	59.30	Homo sapiens OX=9606	Protein CDV3 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	8	8	15	15	15	     0	     0	     0			
1933	a	sp|Q9UL15|BAG5_HUMAN	Q9UL15	BAG5_HUMAN	BAG5	447	13.60	Homo sapiens OX=9606	BAG family molecular chaperone regulator 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
1934	a	sp|Q9UL25|RAB21_HUMAN	Q9UL25	RAB21_HUMAN	RAB21	225	20.90	Homo sapiens OX=9606	Ras-related protein Rab-21 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	10C(57.0215)		
1935	a	sp|Q9UL46|PSME2_HUMAN	Q9UL46	PSME2_HUMAN	PSME2	239	37.20	Homo sapiens OX=9606	Proteasome activator complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	9	9	9	13	13	13	     0	     0	     0	1C(57.0215)		
1936	a	sp|Q9ULC4|MCTS1_HUMAN	Q9ULC4	MCTS1_HUMAN	MCTS1	181	29.80	Homo sapiens OX=9606	Malignant T-cell-amplified sequence 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	4	6	6	6	     0	     0	     0	10C(57.0215)		
1937	a	sp|Q9ULU4|PKCB1_HUMAN	Q9ULU4	PKCB1_HUMAN	ZMYND8	1186	10.60	Homo sapiens OX=9606	Protein kinase C-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	7	     0	     0	     0	2C(57.0215), 3C(57.0215)		
1938	a	sp|Q9ULV3|CIZ1_HUMAN	Q9ULV3	CIZ1_HUMAN	CIZ1	898	5.20	Homo sapiens OX=9606	Cip1-interacting zinc finger protein 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	4	4	4	     0	     0	     0	13C(57.0215), 9C(57.0215)		
1939	a	sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	20.70	Homo sapiens OX=9606	Coronin-1C 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	8	8	8	     0	     0	     0	32C(57.0215), 8C(57.0215)		
1940	a	sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2_HUMAN	TPX2	747	8.40	Homo sapiens OX=9606	Targeting protein for Xklp2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
1941	a	sp|Q9ULX3|NOB1_HUMAN	Q9ULX3	NOB1_HUMAN	NOB1	412	33.70	Homo sapiens OX=9606	RNA-binding protein NOB1 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	8	8	8	     0	     0	     0			
1942	a	sp|Q9ULX6|AKP8L_HUMAN	Q9ULX6	AKP8L_HUMAN	AKAP8L	646	8.70	Homo sapiens OX=9606	A-kinase anchor protein 8-like 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	5	5	5	     0	     0	     0			
1943	a	sp|Q9UMR2|DD19B_HUMAN	Q9UMR2	DD19B_HUMAN	DDX19B	479	36.30	Homo sapiens OX=9606	ATP-dependent RNA helicase DDX19B 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	2	11	14	2	14	     0	     0	     0	17C(57.0215), 4C(57.0215), 6C(57.0215), N-term(42.0106)		
1944	a	sp|Q9UMS4|PRP19_HUMAN	Q9UMS4	PRP19_HUMAN	PRPF19	504	54.20	Homo sapiens OX=9606	Pre-mRNA-processing factor 19 	1:Experimental evidence at protein level	1.0000	0.9990	12	16	16	16	27	27	27	     0	     0	     0	12C(57.0215), 14C(57.0215), 15C(57.0215), 22C(57.0215), 4C(57.0215), 8C(57.0215), 9C(57.0215), N-term(42.0106)		
1945	a	sp|Q9UMX0|UBQL1_HUMAN	Q9UMX0	UBQL1_HUMAN	UBQLN1	589	31.90	Homo sapiens OX=9606	Ubiquilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	7	11	14	8	14	     0	     0	     0	N-term(42.0106)		
1946	a	sp|Q9UN36|NDRG2_HUMAN	Q9UN36	NDRG2_HUMAN	NDRG2	371	16.70	Homo sapiens OX=9606	Protein NDRG2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	1C(57.0215), 20C(57.0215), 24C(57.0215)		
1947	a	sp|Q9UN37|VPS4A_HUMAN	Q9UN37	VPS4A_HUMAN	VPS4A	437	11.20	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 4A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	7C(57.0215)		
1948	a	sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	31.70	Homo sapiens OX=9606	Ras GTPase-activating protein-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	13	13	13	16	16	16	     0	     0	     0	9C(57.0215)		
1949	a	sp|Q9UNE7|CHIP_HUMAN	Q9UNE7	CHIP_HUMAN	STUB1	303	18.20	Homo sapiens OX=9606	E3 ubiquitin-protein ligase CHIP 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	6	6	6	     0	     0	     0	8C(57.0215)		
1950	a	sp|Q9UNF0|PACN2_HUMAN	Q9UNF0	PACN2_HUMAN	PACSIN2	486	8.00	Homo sapiens OX=9606	Protein kinase C and casein kinase substrate in neurons protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	2C(57.0215), 8C(57.0215)		
1951	a	sp|Q9UNF1|MAGD2_HUMAN	Q9UNF1	MAGD2_HUMAN	MAGED2	606	12.20	Homo sapiens OX=9606	Melanoma-associated antigen D2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0			
1952	a	sp|Q9UNH7|SNX6_HUMAN	Q9UNH7	SNX6_HUMAN	SNX6	406	8.90	Homo sapiens OX=9606	Sorting nexin-6 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	10C(57.0215), 12C(57.0215), 13C(57.0215)		
1953	a	sp|Q9UNM6|PSD13_HUMAN	Q9UNM6	PSD13_HUMAN	PSMD13	376	38.30	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 13 	1:Experimental evidence at protein level	1.0000	0.9990	10	14	14	14	15	15	15	     0	     0	     0	7C(57.0215)		
1954	a	sp|Q9UNN5|FAF1_HUMAN	Q9UNN5	FAF1_HUMAN	FAF1	650	13.80	Homo sapiens OX=9606	FAS-associated factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	5	5	5	5	5	     0	     0	     0			
1955	a	sp|Q9UNP9|PPIE_HUMAN	Q9UNP9	PPIE_HUMAN	PPIE	301	14.00	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase E 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	25C(57.0215)		
1956	a	sp|Q9UNS2|CSN3_HUMAN	Q9UNS2	CSN3_HUMAN	COPS3	423	27.40	Homo sapiens OX=9606	COP9 signalosome complex subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	8	8	8	     0	     0	     0	10C(57.0215), 12C(57.0215), 16C(57.0215), 19C(57.0215), N-term(42.0106)		
1957	a	sp|Q9UNX4|WDR3_HUMAN	Q9UNX4	WDR3_HUMAN	WDR3	943	26.70	Homo sapiens OX=9606	WD repeat-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	15	17	17	17	     0	     0	     0	10C(57.0215), 15C(57.0215), 4C(57.0215), 5C(57.0215), 7C(57.0215), 9C(57.0215)		
1958	a	sp|Q9UNZ2|NSF1C_HUMAN	Q9UNZ2	NSF1C_HUMAN	NSFL1C	370	41.90	Homo sapiens OX=9606	NSFL1 cofactor p47 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	12	12	12	     0	     0	     0			
1959	a	sp|Q9UP83|COG5_HUMAN	Q9UP83	COG5_HUMAN	COG5	839	3.80	Homo sapiens OX=9606	Conserved oligomeric Golgi complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
1960	a	sp|Q9UPN7|PP6R1_HUMAN	Q9UPN7	PP6R1_HUMAN	PPP6R1	881	10.30	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 6 regulatory subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	3	3	3	3	     0	     0	     0	8C(57.0215)		
1961	a	sp|Q9UPN9|TRI33_HUMAN	Q9UPN9	TRI33_HUMAN	TRIM33	1127	6.60	Homo sapiens OX=9606	E3 ubiquitin-protein ligase TRIM33 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	6	6	6	     0	     0	     0	10C(57.0215), 11C(57.0215), 5C(57.0215)		
1962	a	sp|Q9UPT8|ZC3H4_HUMAN	Q9UPT8	ZC3H4_HUMAN	ZC3H4	1303	10.30	Homo sapiens OX=9606	Zinc finger CCCH domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	9	9	9	     0	     0	     0			
1963	a	sp|Q9UPU5|UBP24_HUMAN	Q9UPU5	UBP24_HUMAN	USP24	2620	2.10	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 24 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1964	a	sp|Q9UPW6|SATB2_HUMAN	Q9UPW6	SATB2_HUMAN	SATB2	733	7.20	Homo sapiens OX=9606	DNA-binding protein SATB2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1965	a	sp|Q9UQ35|SRRM2_HUMAN	Q9UQ35	SRRM2_HUMAN	SRRM2	2752	12.60	Homo sapiens OX=9606	Serine/arginine repetitive matrix protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	21	27	27	27	     0	     0	     0			
1966	a	sp|Q9UQ80|PA2G4_HUMAN	Q9UQ80	PA2G4_HUMAN	PA2G4	394	52.00	Homo sapiens OX=9606	Proliferation-associated protein 2G4 	1:Experimental evidence at protein level	1.0000	0.9990	13	14	14	14	21	21	21	     0	     0	     0	13C(57.0215), 15C(57.0215), 16C(57.0215), 5C(57.0215), N-term(42.0106)		
1967	a	sp|Q9UQE7|SMC3_HUMAN	Q9UQE7	SMC3_HUMAN	SMC3	1217	19.20	Homo sapiens OX=9606	Structural maintenance of chromosomes protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	16	15	15	15	17	17	17	     0	     0	     0	1C(57.0215), 6C(57.0215)		
1968	a	sp|Q9Y223|GLCNE_HUMAN	Q9Y223	GLCNE_HUMAN	GNE	722	2.10	Homo sapiens OX=9606	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	2	2	2	2	     0	     0	     0	10C(57.0215)		
1969	a	sp|Q9Y224|RTRAF_HUMAN	Q9Y224	RTRAF_HUMAN	RTRAF	244	36.50	Homo sapiens OX=9606	RNA transcription, translation and transport factor protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	9	9	9	     0	     0	     0	14C(57.0215)		
1970	a	sp|Q9Y230|RUVB2_HUMAN	Q9Y230	RUVB2_HUMAN	RUVBL2	463	32.20	Homo sapiens OX=9606	RuvB-like 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	11	15	15	15	     0	     0	     0	13C(57.0215), 1C(57.0215), 4C(57.0215)		
1971	a	sp|Q9Y237|PIN4_HUMAN	Q9Y237	PIN4_HUMAN	PIN4	131	17.60	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1972	a	sp|Q9Y244|POMP_HUMAN	Q9Y244	POMP_HUMAN	POMP	141	35.50	Homo sapiens OX=9606	Proteasome maturation protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1973	a	sp|Q9Y262|EIF3L_HUMAN	Q9Y262	EIF3L_HUMAN	EIF3L	564	26.80	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit L 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	13	13	13	     0	     0	     0	14C(57.0215)		
1974	a	sp|Q9Y263|PLAP_HUMAN	Q9Y263	PLAP_HUMAN	PLAA	795	13.50	Homo sapiens OX=9606	Phospholipase A-2-activating protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	5	5	6	6	6	     0	     0	     0	4C(57.0215)		
1975	a	sp|Q9Y265|RUVB1_HUMAN	Q9Y265	RUVB1_HUMAN	RUVBL1	456	37.10	Homo sapiens OX=9606	RuvB-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	10	12	12	12	     0	     0	     0	13C(57.0215), 1C(57.0215)		
1976	a	sp|Q9Y266|NUDC_HUMAN	Q9Y266	NUDC_HUMAN	NUDC	331	32.90	Homo sapiens OX=9606	Nuclear migration protein nudC 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	10	10	15	15	15	     0	     0	     0	15C(57.0215)		
1977	a	sp|Q9Y277|VDAC3_HUMAN	Q9Y277	VDAC3_HUMAN	VDAC3	283	33.60	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	8	9	9	9	     0	     0	     0	2C(57.0215)		
